ReportType,FIELDName,FieldCode,OtherWaterAllocationDate,WaterBBL,WaterSuitable,WaterTreated,WaterTreatedDeOiling,WaterTreatedDisinfection,WaterTreatedDesalinization,WaterTreatedMembraneTreatment,WaterTreatedOtherTreatment,WaterinStorage,IntendedUseofWaterCode,WaterSourceName,WaterSourceType
OG110FQ,Coalinga,150,2021-01-26 17:43:38.907000000,35000,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Coalinga,150,2021-02-17 03:54:03,,No,,No,No,No,No,No,No,,,
OG110FQ,Coalinga,150,2021-02-17 04:05:48.427000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Coalinga,150,2021-02-17 04:09:03.587000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Coalinga,150,2021-02-17 04:12:18.687000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Coles Levee  North,156,2020-08-05 21:19:56.183000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Coles Levee  North,156,2020-08-05 22:50:48.170000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Coles Levee  South,158,2020-04-28 17:05:31.780000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Coles Levee  South,158,2020-08-03 16:17:11.480000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Coles Levee  South,158,2020-11-02 17:21:40.847000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Coles Levee  South,158,2021-01-12 17:50:16.570000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Compton Landing Gas,162,2020-09-30 16:25:52.780000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Compton Landing Gas,162,2020-09-30 16:29:53.053000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Cymric,190,2020-04-27 21:55:19.963000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Cymric,190,2020-04-27 22:44:41.257000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Cymric,190,2020-04-30 16:40:59.487000000,720,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Cymric,190,2020-04-30 16:40:59.487000000,3313,No,,Yes,No,No,No,No,No,06,,
OG110FQ,Cymric,190,2020-05-01 06:49:25.583000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Cymric,190,2020-06-19 22:42:06.967000000,26151,Yes,,No,No,No,No,No,No,12,,
OG110FQ,Cymric,190,2020-07-28 18:59:56.783000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Cymric,190,2020-07-30 20:26:35.117000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Cymric,190,2020-07-30 21:21:53.787000000,23081,Yes,,No,No,No,No,No,No,12,,
OG110FQ,Cymric,190,2020-07-30 21:44:24.693000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Cymric,190,2020-07-31 20:18:29.080000000,720,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Cymric,190,2020-07-31 20:18:29.080000000,3313,No,,Yes,No,No,No,No,No,06,,
OG110FQ,Cymric,190,2020-10-26 21:49:03.873000000,11532,Yes,,No,No,No,No,No,No,12,,
OG110FQ,Cymric,190,2020-10-29 18:33:44.380000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Cymric,190,2020-10-29 19:19:18.070000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Cymric,190,2020-10-30 20:18:52.570000000,90,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Cymric,190,2020-10-30 20:18:52.570000000,3313,No,,Yes,No,No,No,No,No,06,,
OG110FQ,Cymric,190,2020-11-05 16:53:36.100000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Cymric,190,2021-01-26 17:43:38.953000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Cymric,190,2021-01-27 19:41:57.280000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Cymric,190,2021-01-29 20:00:43.527000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Cymric,190,2021-02-01 02:53:13.907000000,90,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Cymric,190,2021-02-01 02:53:13.907000000,3313,No,,Yes,No,No,No,No,No,06,,
OG110FQ,Cymric,190,2021-02-25 16:28:37.480000000,9458,Yes,,No,No,No,No,No,No,12,,
OG110FQ,Deer Creek,194,2020-04-01 16:18:23.733000000,151661,No,,Yes,No,No,No,No,No,01,,
OG110FQ,Deer Creek,194,2020-04-15 22:04:54.410000000,49184,Yes,,Yes,No,No,No,No,No,01,,
OG110FQ,Deer Creek,194,2020-07-03 18:30:06.037000000,41729,No,,Yes,No,No,No,No,No,01,,
OG110FQ,Deer Creek,194,2020-10-01 19:01:30.300000000,102006,No,,Yes,No,No,No,No,No,01,,
OG110FQ,Deer Creek,194,2021-02-01 21:07:27.630000000,118905,No,,Yes,No,No,No,No,No,01,,
OG110FQ,Devils Den,204,2020-10-27 15:33:14.070000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Devils Den,204,2021-01-25 20:37:00.330000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Devils Den,204,2021-03-31 21:06:59.387000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Devils Den,204,2021-03-31 21:19:29.747000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Devils Den,204,2021-03-31 21:53:46.427000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Devils Den,204,2021-03-31 22:00:32.350000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Durham Gas,216,2020-09-30 16:25:52.263000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Durham Gas,216,2020-09-30 16:29:52.583000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Edison,222,2020-04-17 23:33:08.613000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Edison,222,2020-04-27 22:09:52.233000000,21187,No,,Yes,No,No,No,No,No,,,
OG110FQ,Edison,222,2020-04-28 23:15:57.907000000,186368,No,,Yes,No,No,No,No,No,01,,
OG110FQ,Edison,222,2020-05-04 15:55:20.247000000,21956,No,,Yes,No,No,No,No,No,01,,
OG110FQ,Edison,222,2020-05-24 21:35:34.440000000,429,No,,No,No,No,No,No,No,12,,
OG110FQ,Edison,222,2020-05-24 22:00:28.620000000,175,No,,No,No,No,No,No,No,12,,
OG110FQ,Edison,222,2020-07-15 16:21:39.160000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Edison,222,2020-07-31 21:16:47.990000000,9642,No,,Yes,No,No,No,No,No,,,
OG110FQ,Edison,222,2020-08-10 19:36:02.227000000,171084,No,,Yes,No,No,No,No,No,01,,
OG110FQ,Edison,222,2020-08-18 04:14:55.077000000,900,No,,No,No,No,No,No,No,05,,
OG110FQ,Edison,222,2020-08-18 04:19:10.810000000,900,No,,No,No,No,No,No,No,05,,
OG110FQ,Edison,222,2020-08-18 04:50:41.620000000,900,No,,No,No,No,No,No,No,06,,
OG110FQ,Edison,222,2020-08-18 05:11:35.973000000,900,No,,No,No,No,No,No,No,06,,
OG110FQ,Edison,222,2020-10-07 20:21:59.173000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Edison,222,2020-10-22 16:40:28.280000000,168,No,,No,No,No,No,No,No,12,,
OG110FQ,Edison,222,2020-10-22 18:57:35.947000000,165487,No,,Yes,No,No,No,No,No,01,,
OG110FQ,Edison,222,2020-10-27 22:56:08.387000000,424,No,,No,No,No,No,No,No,12,,
OG110FQ,Edison,222,2020-10-28 16:13:32.473000000,230,No,,No,No,No,No,No,No,12,,
OG110FQ,Edison,222,2020-12-11 22:24:09.860000000,23201,No,,Yes,No,No,No,No,No,01,,
OG110FQ,Edison,222,2020-12-11 22:34:10.613000000,22264,No,,Yes,No,No,No,No,No,01,,
OG110FQ,Edison,222,2020-12-30 20:59:59.633000000,9488,No,,Yes,No,No,No,No,No,,,
OG110FQ,Edison,222,2021-01-07 18:29:43.903000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Edison,222,2021-01-15 22:18:05.887000000,900,No,,No,No,No,No,No,No,05,,
OG110FQ,Edison,222,2021-01-15 22:20:21.073000000,900,No,,No,No,No,No,No,No,05,,
OG110FQ,Edison,222,2021-01-16 02:10:06.063000000,900,No,,No,No,No,No,No,No,06,,
OG110FQ,Edison,222,2021-01-16 02:12:36.107000000,900,No,,No,No,No,No,No,No,06,,
OG110FQ,Edison,222,2021-01-28 18:20:24.290000000,168871,No,,Yes,No,No,No,No,No,01,,
OG110FQ,Edison,222,2021-01-28 23:00:15.347000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Edison,222,2021-01-28 23:06:00.423000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Edison,222,2021-01-28 23:11:16.247000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Edison,222,2021-01-28 23:20:01.523000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Edison,222,2021-02-01 23:51:56.830000000,17569,No,,Yes,No,No,No,No,No,01,,
OG110FQ,Edison,222,2021-02-10 22:59:11.390000000,11218,No,,Yes,No,No,No,No,No,,,
OG110FQ,Edison,222,2021-02-17 00:25:07.387000000,1022,No,,Yes,No,No,No,No,No,07,,
OG110FQ,Edison,222,2021-02-17 00:29:53.673000000,896,No,,Yes,No,No,No,No,No,07,,
OG110FQ,Edison,222,2021-02-17 00:36:24.250000000,1045,No,,Yes,No,No,No,No,No,07,,
OG110FQ,Edison,222,2021-02-17 00:43:40.240000000,1172,No,,Yes,No,No,No,No,No,07,,
OG110FQ,Edison,222,2021-03-31 21:06:59.433000000,88005,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Edison,222,2021-03-31 21:19:29.780000000,34053,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Edison,222,2021-03-31 21:53:46.457000000,34418,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Edison,222,2021-03-31 22:00:32.460000000,64583,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Edison  Northeast,224,2021-03-31 21:06:59.467000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Edison  Northeast,224,2021-03-31 21:19:29.823000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Edison  Northeast,224,2021-03-31 21:53:46.503000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Edison  Northeast,224,2021-03-31 22:00:32.570000000,,No,,No,No,No,No,No,No,,,
OG110FQ,El Segundo,232,2020-04-29 16:22:35.770000000,9100,No,,Yes,No,No,No,No,No,05,,
OG110FQ,El Segundo,232,2020-08-14 18:55:01.897000000,9100,No,,Yes,No,No,No,No,No,05,,
OG110FQ,El Segundo,232,2020-11-11 23:35:58.670000000,9200,No,,Yes,No,No,No,No,No,05,,
OG110FQ,El Segundo,232,2021-02-03 22:02:58.563000000,9000,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Elk Hills,228,2020-05-01 06:49:25.633000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Elk Hills,228,2020-07-28 18:59:56.827000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Elk Hills,228,2020-11-05 16:53:36.147000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Elk Hills,228,2021-01-26 17:43:38.983000000,,No,,No,No,No,No,No,No,,,
OG110FQ,English Colony (ABD),238,2020-05-11 20:47:22.893000000,,No,,No,No,No,No,No,No,,,
OG110FQ,English Colony (ABD),238,2020-12-24 17:27:43.063000000,,No,,No,No,No,No,No,No,,,
OG110FQ,English Colony (ABD),238,2020-12-24 18:28:47.630000000,,No,,No,No,No,No,No,No,,,
OG110FQ,English Colony (ABD),238,2021-01-28 16:07:16.197000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Esperanza,240,2020-06-14 00:53:38.480000000,1480,No,,No,No,No,No,No,No,04,,
OG110FQ,Esperanza,240,2020-09-20 21:28:05.667000000,1480,No,,No,No,No,No,No,No,04,,
OG110FQ,Esperanza,240,2020-10-14 21:53:31.130000000,1260,No,,No,No,No,No,No,No,04,,
OG110FQ,Esperanza,240,2021-01-12 15:55:10.083000000,1280,No,,No,No,No,No,No,No,04,,
OG110FQ,Eureka Canyon,242,2020-06-03 21:15:25.527000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Eureka Canyon,242,2020-08-08 17:58:50.390000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Eureka Canyon,242,2020-11-13 01:23:34.010000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Eureka Canyon,242,2021-01-22 06:13:11.337000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Fillmore,246,2020-11-12 21:30:51.410000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Fillmore,246,2020-11-12 21:35:21.643000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Fillmore,246,2020-12-29 23:57:10.283000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Fruitvale,256,2020-04-17 17:56:15.847000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Fruitvale,256,2020-04-29 19:20:00.883000000,5369,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Fruitvale,256,2020-05-24 21:35:34.493000000,1336,No,,No,No,No,No,No,No,05,,
OG110FQ,Fruitvale,256,2020-05-24 22:00:28.667000000,25,No,,No,No,No,No,No,No,05,,
OG110FQ,Fruitvale,256,2020-07-23 11:39:40.413000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Fruitvale,256,2020-07-27 16:50:07.177000000,2626,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Fruitvale,256,2020-10-14 11:16:11.437000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Fruitvale,256,2020-10-21 20:51:29.710000000,7027,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Fruitvale,256,2020-10-22 16:40:28.323000000,18,No,,No,No,No,No,No,No,05,,
OG110FQ,Fruitvale,256,2020-10-27 15:33:14.120000000,150,No,,No,No,No,No,No,No,05,,
OG110FQ,Fruitvale,256,2020-10-27 22:56:08.433000000,2,No,,No,No,No,No,No,No,05,,
OG110FQ,Fruitvale,256,2020-10-28 16:13:32.507000000,10,No,,No,No,No,No,No,No,05,,
OG110FQ,Fruitvale,256,2020-12-31 12:43:23.110000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Fruitvale,256,2021-01-18 22:16:54.773000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Fruitvale,256,2021-01-25 20:37:00.393000000,124,No,,No,No,No,No,No,No,05,,
OG110FQ,Fruitvale,256,2021-01-28 22:59:32.717000000,5639,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Fruitvale,256,2021-02-19 21:12:59.440000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Fruitvale,256,2021-02-19 21:14:14.567000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Fruitvale,256,2021-02-19 21:16:14.660000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Fruitvale,256,2021-02-19 21:17:59.677000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Fruitvale,256,2021-03-31 21:06:59.513000000,75318,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Fruitvale,256,2021-03-31 21:19:29.857000000,81683,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Fruitvale,256,2021-03-31 21:53:46.537000000,41441,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Fruitvale,256,2021-03-31 22:00:32.680000000,109212,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Gill Ranch Gas,266,2020-04-21 21:57:38.773000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Gill Ranch Gas,266,2020-04-27 18:59:00.910000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Gill Ranch Gas,266,2020-07-23 21:43:51.187000000,435,No,,No,No,No,No,No,No,05,,
OG110FQ,Gill Ranch Gas,266,2020-07-24 21:37:23.693000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Gill Ranch Gas,266,2020-10-12 22:04:48.410000000,898,No,,No,No,No,No,No,No,05,,
OG110FQ,Gill Ranch Gas,266,2020-10-21 22:20:31.413000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Gill Ranch Gas,266,2021-01-11 23:07:55.350000000,801,No,,No,No,No,No,No,No,05,,
OG110FQ,Gill Ranch Gas,266,2021-01-15 18:26:24.307000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Greeley,280,2020-05-11 20:47:22.947000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Greeley,280,2020-12-24 17:27:43.110000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Greeley,280,2020-12-24 18:28:47.740000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Greeley,280,2021-01-28 16:07:16.243000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Grimes Gas,282,2020-09-30 16:25:52.640000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Grimes Gas,282,2020-09-30 16:29:52.927000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Grimes Gas,282,2021-01-18 21:17:25.950000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Hasley Canyon,298,2020-05-11 20:47:22.997000000,929,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Hasley Canyon,298,2020-12-24 17:27:43.157000000,220,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Hasley Canyon,298,2020-12-24 18:28:47.833000000,1597,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Hasley Canyon,298,2021-01-28 16:07:16.273000000,1800,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Helm,300,2020-05-11 20:47:23.053000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Helm,300,2020-12-24 17:27:43.220000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Helm,300,2020-12-24 18:28:47.943000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Helm,300,2021-01-28 16:07:16.320000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Honor Rancho,308,2020-04-24 19:41:23.943000000,17578,Yes,,No,No,No,No,No,No,,,
OG110FQ,Honor Rancho,308,2020-07-29 00:19:14.963000000,8798,Yes,,No,No,No,No,No,No,,,
OG110FQ,Honor Rancho,308,2020-10-28 22:49:58.353000000,21318,Yes,,No,No,No,No,No,No,,,
OG110FQ,Honor Rancho,308,2021-01-28 22:10:39.993000000,27587,Yes,,No,No,No,No,No,No,,,
OG110FQ,Honor Rancho,308,2021-02-20 07:34:37.590000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Honor Rancho,308,2021-02-20 07:55:08.020000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Honor Rancho,308,2021-02-20 08:16:38.613000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Honor Rancho,308,2021-02-20 08:35:39.110000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Howard Townsite,316,2020-05-01 02:36:26.240000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Howard Townsite,316,2020-07-22 20:37:44.493000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Howard Townsite,316,2020-10-31 00:26:05.973000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Howard Townsite,316,2021-01-31 00:05:08.023000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Huntington Beach,320,2020-04-27 18:55:15.683000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Huntington Beach,320,2020-04-27 20:10:05.633000000,400,No,,Yes,No,No,No,No,No,04,,
OG110FQ,Huntington Beach,320,2020-07-27 20:41:16.883000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Huntington Beach,320,2020-07-27 22:27:38.847000000,400,No,,Yes,No,No,No,No,No,04,,
OG110FQ,Huntington Beach,320,2020-10-26 22:17:20.183000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Huntington Beach,320,2020-10-26 23:44:09.673000000,400,No,,Yes,No,No,No,No,No,04,,
OG110FQ,Huntington Beach,320,2021-01-27 18:13:35.103000000,400,No,,Yes,No,No,No,No,No,04,,
OG110FQ,Huntington Beach,320,2021-01-27 19:23:56.403000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Inglewood,324,2020-08-27 20:42:41.067000000,208,Yes,,No,No,No,No,No,No,09,,
OG110FQ,Inglewood,324,2020-10-01 17:04:38.933000000,286,Yes,,No,No,No,No,No,No,09,,
OG110FQ,Jacalitos,326,2020-04-30 16:40:59.530000000,7315,No,,No,No,No,No,No,No,05,,
OG110FQ,Jacalitos,326,2020-04-30 16:40:59.530000000,7315,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Jacalitos,326,2020-05-07 20:58:02.440000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Jacalitos,326,2020-05-11 20:47:23.100000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Jacalitos,326,2020-07-31 20:18:29.133000000,7315,No,,No,No,No,No,No,No,05,,
OG110FQ,Jacalitos,326,2020-07-31 20:18:29.133000000,7315,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Jacalitos,326,2020-08-06 21:13:26.440000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Jacalitos,326,2020-10-30 20:18:52.617000000,540,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Jacalitos,326,2020-10-30 20:18:52.617000000,7315,No,,No,No,No,No,No,No,05,,
OG110FQ,Jacalitos,326,2020-10-30 20:18:52.617000000,7315,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Jacalitos,326,2020-11-04 00:30:24.333000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Jacalitos,326,2021-02-01 02:53:13.953000000,540,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Jacalitos,326,2021-02-01 02:53:13.953000000,7315,No,,No,No,No,No,No,No,05,,
OG110FQ,Jacalitos,326,2021-02-01 02:53:13.953000000,7315,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Jacalitos,326,2021-02-09 23:50:35.913000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Jasmin,328,2021-03-31 21:06:59.543000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Jasmin,328,2021-03-31 21:19:29.903000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Jasmin,328,2021-03-31 21:53:46.583000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Jasmin,328,2021-03-31 22:00:32.773000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kern Bluff,336,2020-04-28 23:15:57.990000000,174067,No,,Yes,No,No,No,No,No,01,,
OG110FQ,Kern Bluff,336,2020-08-10 19:36:02.283000000,169538,No,,Yes,No,No,No,No,No,01,,
OG110FQ,Kern Bluff,336,2020-08-25 21:09:03.727000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kern Bluff,336,2020-08-25 21:18:19.080000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kern Bluff,336,2020-10-22 18:57:36.210000000,215464,No,,Yes,No,No,No,No,No,01,,
OG110FQ,Kern Bluff,336,2020-11-03 20:33:10.900000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kern Bluff,336,2021-01-18 22:16:54.820000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kern Bluff,336,2021-01-28 18:20:24.337000000,210820,No,,Yes,No,No,No,No,No,01,,
OG110FQ,Kern Bluff,336,2021-02-03 20:47:07.820000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kern Front,338,2020-04-17 23:33:08.660000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kern Front,338,2020-04-27 22:44:41.303000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kern Front,338,2020-05-07 20:58:02.490000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kern Front,338,2020-07-15 16:21:39.220000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kern Front,338,2020-07-30 21:44:24.747000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kern Front,338,2020-08-06 21:13:26.490000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kern Front,338,2020-10-07 20:21:59.223000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kern Front,338,2020-10-29 19:19:18.117000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kern Front,338,2020-11-04 00:30:24.380000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kern Front,338,2021-01-07 18:29:43.967000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kern Front,338,2021-01-27 19:41:57.313000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kern Front,338,2021-02-09 23:50:35.957000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kern Front,338,2021-03-31 21:06:59.590000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kern Front,338,2021-03-31 21:19:29.933000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kern Front,338,2021-03-31 21:53:46.630000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kern Front,338,2021-03-31 22:00:32.867000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kern River,340,2020-05-06 20:39:51.823000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kern River,340,2020-08-04 22:00:04.233000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kern River,340,2020-11-23 22:41:16.287000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kern River,340,2021-01-12 21:36:34.700000000,,No,,No,No,No,No,No,No,,,
OG110FQ,King Island Gas,351,2020-04-28 23:31:42.727000000,,No,,No,No,No,No,No,No,,,
OG110FQ,King Island Gas,351,2020-07-31 16:50:40.100000000,,No,,No,No,No,No,No,No,,,
OG110FQ,King Island Gas,351,2020-10-30 00:11:36.760000000,,No,,No,No,No,No,No,No,,,
OG110FQ,King Island Gas,351,2021-01-28 01:26:20.860000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kirby Hill Gas,352,2020-04-29 16:41:21.320000000,98,No,,No,No,No,No,No,No,06,,
OG110FQ,Kirby Hill Gas,352,2020-07-31 18:26:08.150000000,10,No,,No,No,No,No,No,No,06,,
OG110FQ,Kirby Hill Gas,352,2020-10-29 17:27:10.017000000,10,No,,No,No,No,No,No,No,06,,
OG110FQ,Kirby Hill Gas,352,2021-01-28 23:35:59.710000000,132,No,,No,No,No,No,No,No,06,,
OG110FQ,Kirk Gas,356,2020-09-30 16:25:52.733000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kirk Gas,356,2020-09-30 16:29:53.007000000,,No,,No,No,No,No,No,No,,,
OG110FQ,La Goleta Gas,368,2020-04-24 19:41:23.993000000,5663,Yes,,No,No,No,No,No,No,,,
OG110FQ,La Goleta Gas,368,2020-07-29 00:19:15.010000000,7943,Yes,,No,No,No,No,No,No,,,
OG110FQ,La Goleta Gas,368,2020-10-28 22:49:58.400000000,6964,Yes,,No,No,No,No,No,No,,,
OG110FQ,La Goleta Gas,368,2021-01-28 22:10:40.040000000,6287,Yes,,No,No,No,No,No,No,,,
OG110FQ,Las Cienegas,382,2020-08-27 20:42:41.167000000,39,Yes,,No,No,No,No,No,No,09,,
OG110FQ,Las Cienegas,382,2020-10-01 17:04:39.023000000,18,Yes,,No,No,No,No,No,No,09,,
OG110FQ,Lindsey Slough Gas,402,2020-04-27 18:59:00.960000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Lindsey Slough Gas,402,2020-07-24 21:37:23.740000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Lindsey Slough Gas,402,2020-09-30 16:25:54.090000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Lindsey Slough Gas,402,2020-09-30 16:29:54.303000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Lindsey Slough Gas,402,2020-10-21 22:20:31.520000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Lindsey Slough Gas,402,2021-01-15 18:26:24.430000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Lodi Gas,408,2020-04-29 16:41:21.367000000,2046,No,,No,Yes,No,No,No,No,05,,
